original_title,release_year,director,production_companies,genres,budget (millions),revenue (millions),profit (millions),roi,popularity,vote_average,vote_count
In & Out,1997,Frank Oz,Paramount Pictures|Spelling Films,Comedy|Romance,35.0,0.0,-35.0,-1.0,0.73,5.8,74
Murder at 1600,1997,Dwight H. Little,Regency Enterprises|Kopelson Entertainment|Warner Bros.|1600 Limited Partnership,Action|Drama|Mystery|Thriller|Crime,0.0,25.8,25.8,,0.71,5.8,60
The Edge,1997,Lee Tamahori,Art Linson Productions,Adventure|Action|Drama|Thriller,0.0,43.31,43.31,,0.71,6.5,189
Kiss the Girls,1997,Gary Fleder,Paramount Pictures|Rysher Entertainment,Drama|Mystery|Thriller|Crime,27.0,60.53,33.53,1.24,0.71,6.1,170
Absolute Power,1997,Clint Eastwood,Columbia Pictures|Castle Rock Entertainment|Malpaso Productions,Crime|Drama|Thriller,50.0,50.07,0.07000000000000028,0.0,0.71,6.2,91
Vegas Vacation,1997,Stephen Kessler,Jerry Weintraub Productions|Warner Bros.,Comedy,25.0,36.4,11.399999999999999,0.46,0.71,6.1,69
U Turn,1997,Oliver Stone,Illusion Entertainment Group|Phoenix Pictures|Clyde Is Hungry Films|Canal+ Droits Audiovisuels,Thriller,19.0,6.68,-12.32,-0.65,0.71,6.6,76
The Land Before Time V: The Mysterious Island,1997,Charles Grosvenor,Universal Cartoon Studios,Family|Animation|Adventure,0.0,0.0,0.0,,0.7,5.9,37
Mimic,1997,Guillermo del Toro,Miramax Films|Dimension Films,Fantasy|Horror|Thriller,30.0,25.48,-4.52,-0.15,0.69,5.3,99
One Eight Seven,1997,Kevin Reynolds,Icon Entertainment International,Drama|Thriller,20.0,5.72,-14.280000000000001,-0.71,0.68,6.4,67
Fools Rush In,1997,Andy Tennant,Columbia Pictures,Drama|Comedy|Romance,0.0,29.48,29.48,,0.68,6.0,71
Spawn,1997,Mark A.Z. DippÃ©,New Line Cinema|Pull Down Your Pants Pictures|Todd McFarlane Entertainment,Action|Adventure|Fantasy|Horror|Science Fiction,40.0,87.84,47.84,1.2,0.68,5.0,183
The Peacemaker,1997,Mimi Leder,DreamWorks SKG,Action|Thriller,50.0,0.0,-50.0,-1.0,0.67,5.5,142
Cube,1997,Vincenzo Natali,TÃ©lÃ©film Canada|Feature Film Project|Cube Libre|Harold Greenberg Fund|Odeon Films,Thriller|Science Fiction|Mystery,0.25,0.5,0.25,1.0,0.66,6.7,508
Kundun,1997,Martin Scorsese,Touchstone Pictures,Drama,28.0,5.68,-22.32,-0.8,0.66,7.1,34
The Postman,1997,Kevin Costner,Tig Productions|Warner Bros.,Drama|Adventure,80.0,17.63,-62.370000000000005,-0.78,0.65,6.1,148
G.I. Jane,1997,Ridley Scott,Caravan Pictures|Hollywood Pictures|First Independent Films|Largo Entertainment|Scott Free Productions,Action|Drama,50.0,48.17,-1.8299999999999983,-0.04,0.64,6.0,208
The Relic,1997,Peter Hyams,Paramount Pictures|Universal Pictures|Toho-Towa|Mutual Film Company|Pacific Western,Horror|Thriller|Mystery,60.0,33.96,-26.04,-0.43,0.64,5.7,57
Jungle 2 Jungle,1997,John Pasquin,Walt Disney Pictures,Comedy|Family,0.0,0.0,0.0,,0.62,5.3,56
Wilde,1997,Brian Gilbert,Unknown,Drama|History,0.0,0.0,0.0,,0.62,6.0,21
Nightwatch,1997,Ole Bornedal,Michael Obel Productions,Action|Drama|Horror|Mystery|Thriller,0.0,1.18,1.18,,0.59,6.4,44
A Life Less Ordinary,1997,Danny Boyle,Channel Four Films|Figment Films|PolyGram Filmed Entertainment,Fantasy|Drama|Comedy|Thriller|Science Fiction,12.0,0.0,-12.0,-1.0,0.57,6.3,65
Orgazmo,1997,Trey Parker,Kuzui Enterprises|Avenging Conscience|Focus Features,Comedy,1.0,0.0,-1.0,-1.0,0.57,6.3,47
Deconstructing Harry,1997,Woody Allen,New Line Cinema,Comedy|Drama,0.0,0.0,0.0,,0.57,6.9,73
Geri's Game,1997,Jan Pinkava,Pixar Animation Studios,Animation|Family,0.0,0.0,0.0,,0.56,7.8,183
Hoodlum,1997,Bill Duke,United Artists Pictures,Crime|Drama,30.0,0.0,-30.0,-1.0,0.55,6.4,17
The Love Bug,1997,Peyton Reed,Unknown,Fantasy|Adventure|Comedy|Family,0.0,0.0,0.0,,0.54,4.9,16
Fathers' Day,1997,Ivan Reitman,Silver Pictures|Warner Bros.|Northern Lights Entertainment,Comedy|Family,85.0,0.0,-85.0,-1.0,0.54,5.1,39
Fire Down Below,1997,FÃ©lix EnrÃ­quez AlcalÃ¡,Warner Bros.,Action|Adventure|Crime|Thriller,60.0,16.0,-44.0,-0.73,0.53,5.0,34
Double Team,1997,Tsui Hark,Columbia Pictures|Mandalay Entertainment,Action|Thriller,30.0,0.0,-30.0,-1.0,0.53,4.3,76
MouseHunt,1997,Gore Verbinski,DreamWorks,Comedy|Family,38.0,122.42,84.42,2.22,0.51,6.1,134
The Sweet Hereafter,1997,Atom Egoyan,Fine Line Features,Drama,5.0,3.26,-1.7400000000000002,-0.35,0.51,6.4,41
Pooh's Grand Adventure: The Search for Christopher Robin,1997,Karl Geurs,Walt Disney Studios Home Entertainment,Animation|Family,0.0,0.0,0.0,,0.51,6.5,19
Mr. Magoo,1997,Stanley Tong,Walt Disney Pictures,Comedy|Family,30.0,0.0,-30.0,-1.0,0.51,4.3,33
The Apostle,1997,Robert Duvall,Butcher's Run Productions,Drama,5.0,0.0,-5.0,-1.0,0.5,5.4,11
Cop Land,1997,James Mangold,Miramax Films|Across the River Productions|Woods Entertainment,Action|Crime|Drama,15.0,44.86,29.86,1.99,0.47,6.5,185
Smilla's Sense of Snow,1997,Bille August,Fox Searchlight Pictures|Bavaria Film,Action|Crime|Drama|Mystery|Thriller,35.0,0.0,-35.0,-1.0,0.47,6.8,29
Selena,1997,Gregory Nava,Warner Bros. Pictures,Documentary|Drama,20.0,60.0,40.0,2.0,0.47,6.9,82
Spice World - The Movie,1997,Bob Spiers,Columbia Pictures Corporation,Adventure|Fantasy|Drama|Comedy|Music,25.0,100.0,75.0,3.0,0.46,5.2,65
The Ice Storm,1997,Ang Lee,Fox Searchlight Pictures|Good Machine|Canal+ Droits Audiovisuels,Drama,18.0,8.04,-9.96,-0.55,0.46,6.3,67
Trucks,1997,Chris Thomson,Credo Entertainment Group,Drama|Horror|Science Fiction|Thriller,0.0,0.0,0.0,,0.46,3.2,10
Air Bud,1997,Charles Martin Smith,Walt Disney Pictures,Comedy|Family|Drama,3.0,23.14,20.14,6.71,0.44,5.3,50
Romy and Michele's High School Reunion,1997,David Mirkin,Touchstone Pictures,Comedy,0.0,29.24,29.24,,0.43,5.9,71
The Shining,1997,Mick Garris,Lakeside Productions,Drama|Horror|Thriller|TV Movie,0.0,0.0,0.0,,0.43,6.1,37
Nothing to Lose,1997,Steve Oedekerk,Touchstone Pictures,Action|Adventure|Comedy,25.0,0.0,-25.0,-1.0,0.43,6.1,84
Cats Don't Dance,1997,Mark Dindal,Warner Bros. Animation|Warner Bros. Family Entertainment,Animation|Comedy|Family|Music,32.0,3.57,-28.43,-0.89,0.43,7.1,10
Robinson Crusoe,1997,Rod Hardy|George T. Miller,Miramax,Action|Adventure|Drama,0.0,0.0,0.0,,0.42,5.0,17
Mortal Kombat: Annihilation,1997,John R. Leonetti,New Line Cinema|Threshold Entertainment,Action|Fantasy|Science Fiction,30.0,51.38,21.380000000000003,0.71,1.09,3.9,118
Casper: A Spirited Beginning,1997,Sean McNamara,The Harvey Entertainment Company,Comedy|Family,0.0,0.0,0.0,,0.41,5.4,31
Metro,1997,Thomas Carter,Caravan Pictures|Touchstone Pictures,Action|Adventure|Comedy|Crime|Thriller,55.0,31.99,-23.01,-0.42,0.45,5.3,64
The Assignment,1997,Christian Duguay,The Movie Network (TMN)|Allegro Films|Canadian Film or Video Production Tax Credit (CPTC)|Super Ã‰cran|Gouvernement du QuÃ©bec,Action|Adventure|Drama|Thriller,0.0,0.0,0.0,,0.41,6.8,19
Gridlock'd,1997,Vondie Curtis-Hall,PolyGram Filmed Entertainment,Drama|Comedy,0.0,0.0,0.0,,0.41,7.1,20
Snow White: A Tale of Terror,1997,Michael Cohn,Interscope Communications|Polygram Filmed Entertainment,Fantasy|Horror,0.0,0.0,0.0,,0.4,6.4,25
Wishmaster,1997,Robert Kurtzman,Image Organization|Pierre David,Horror,5.0,15.74,10.74,2.15,0.4,5.4,41
For Richer or Poorer,1997,Bryan Spicer,Universal Pictures|Yorktown Productions|The Bubble Factory|Sheinberg Productions,Comedy,35.0,31.61,-3.3900000000000006,-0.1,0.36,5.8,23
Red Corner,1997,Jon Avnet,Metro-Goldwyn-Mayer (MGM)|Avnet/Kerner Productions,Crime|Drama|Thriller,48.0,0.0,-48.0,-1.0,0.4,6.2,39
Turbo: A Power Rangers Movie,1997,Shuki Levy|David Winning,20th Century Fox|Saban Entertainment,Action|Adventure|Family|Fantasy|Science Fiction,10.0,17.98,7.98,0.8,0.22,4.6,33
Beverly Hills Ninja,1997,Dennis Dugan,TriStar Pictures|Motion Picture Corporation of America,Action|Comedy,0.0,0.0,0.0,,0.39,5.5,77
The Borrowers,1997,Peter Hewitt,Working Title Films|Polygram Filmed Entertainment,Adventure|Fantasy|Action|Comedy|Family,29.0,0.0,-29.0,-1.0,0.39,5.8,78
The Swan Princess: Escape from Castle Mountain,1997,Richard Rich,Unknown,Fantasy|Animation|Romance|Family,0.0,0.27,0.27,,0.39,6.2,39
Money Talks,1997,Brett Ratner,New Line Cinema,Action|Adventure|Comedy,0.0,0.0,0.0,,0.38,6.1,36
The Man Who Knew Too Little,1997,Jon Amiel,Regency Enterprises|Taurus Films|Polar Productions|Warner Bros.,Comedy|Thriller|Crime|Action,20.0,13.8,-6.199999999999999,-0.31,0.37,6.5,64
Turbulence,1997,Robert Butler,Metro-Goldwyn-Mayer (MGM)|Rysher Entertainment,Action|Thriller|Crime,55.0,11.47,-43.53,-0.79,0.36,5.3,23
Bent,1997,Sean Mathias,Channel Four Films|ASK Kodansha|NDF Inc.,Drama|History|Romance,0.0,0.0,0.0,,0.22,6.3,20
The Night Flier,1997,Mark Pavia,New Amsterdam Entertainment|Medusa Film|Stardust International,Drama|Horror,0.0,0.0,0.0,,0.35,5.0,15
In the Company of Men,1997,Neil LaBute,Alliance Atlantis Communications|Fair and Square Productions,Comedy|Drama,0.0,0.0,0.0,,0.35,6.1,16
Fierce Creatures,1997,Fred Schepisi|Robert Young,Universal Pictures|Jersey Films|Fish Productions,Comedy|Romance,0.0,9.38,9.38,,0.34,5.5,41
Steel,1997,Kenneth Johnson,Warner Bros. Pictures|DC Comics|Quincy Jones-David Salzman Entertainment,Science Fiction|Action|Adventure,16.0,1.69,-14.31,-0.89,0.35,4.3,19
The Pest,1997,R. Paul Miller,TriStar Pictures|The Bubble Factory,Action|Comedy,17.0,0.0,-17.0,-1.0,0.35,5.3,14
Lawn Dogs,1997,John Duigan,The Rank Organisation|Toledo Pictures,Drama,7.0,0.0,-7.0,-1.0,0.33,6.8,10
Retroactive,1997,Louis Morneau,Orion Pictures|Cohiba Pictures,Science Fiction|Thriller,0.0,0.0,0.0,,0.33,6.0,12
Private Parts,1997,Betty Thomas,Paramount Pictures|Rysher Entertainment,Comedy|Drama,28.0,41.23,13.229999999999997,0.47,0.33,6.6,38
Suicide Kings,1997,Peter O'Fallon,Unknown,Drama|Action|Comedy|Thriller|Crime,0.0,0.0,0.0,,0.32,6.6,34
Mrs Brown,1997,John Madden,Miramax Films|WGBH|BBC Scotland|Mobile Masterpiece Theatre,Drama|History|Romance,0.0,0.0,0.0,,0.32,5.8,19
The Butcher Boy,1997,Neil Jordan,Geffen Pictures|Warner Bros.,Drama|Comedy|Foreign,0.0,0.0,0.0,,0.3,6.5,12
Playing God,1997,Andy Wilson,Touchstone Pictures,Drama|Action|Thriller|Crime,12.0,4.0,-8.0,-0.67,0.06,5.7,15
The Odyssey,1997,Andrei Konchalovsky,American Zoetrope|Hallmark Entertainment,Action|Family|Fantasy,0.0,0.0,0.0,,0.34,6.5,26
Picture Perfect,1997,Glenn Gordon Caron,20th Century Fox,Comedy|Romance,19.0,44.33,25.33,1.33,0.29,5.2,57
Anna Karenina,1997,Bernard Rose,Icon Entertainment International|Warner Bros.|Studio Trite,Drama|Romance,35.0,0.79,-34.21,-0.98,0.28,6.0,11
Free Willy 3: The Rescue,1997,Sam Pillsbury,Warner Bros. Pictures|Regency Enterprises,Drama|Family,0.0,0.0,0.0,,0.28,5.6,33
Addicted to Love,1997,Griffin Dunne,Warner Bros.|Outlaw Productions (I)|Miramax,Comedy|Romance,0.0,34.67,34.67,,0.27,5.9,59
The Beautician and the Beast,1997,Ken Kwapis,Paramount Pictures,Comedy|Romance,16.0,0.0,-16.0,-1.0,0.27,5.3,27
Eve's Bayou,1997,Kasi Lemmons,Unknown,Drama,0.0,0.0,0.0,,0.27,5.3,13
The Boxer,1997,Jim Sheridan,Universal Pictures|Hell's Kitchen Films,Drama|Romance,0.0,0.0,0.0,,0.27,6.8,18
Excess Baggage,1997,Marco Brambilla,Columbia Pictures Corporation,Action|Comedy|Romance,0.0,0.0,0.0,,0.26,5.4,29
Most Wanted,1997,David Hogan,New Line Cinema|Ivory Way Productions,Action|Thriller,25.0,11.84,-13.16,-0.53,0.26,6.0,12
Nowhere,1997,Gregg Araki,Desperate Pictures|UGC Images,Science Fiction|Drama|Comedy,0.0,0.03,0.03,,0.26,5.9,11
The Spanish Prisoner,1997,David Mamet,Jean Doumanian Productions|Sweetland Films|Magnolia Films|Jasmine Productions Inc.,Crime|Drama|Mystery|Thriller,0.0,0.0,0.0,,0.26,7.1,23
Out to Sea,1997,Martha Coolidge,20th Century Fox,Comedy|Romance,0.0,0.0,0.0,,0.26,5.6,10
Nil by Mouth,1997,Gary Oldman,SE8 Group,Drama,9.0,0.0,-9.0,-1.0,0.25,6.4,12
Mean Guns,1997,Tom Karnowski|Sazzy Lee Calhoun|Albert Pyun,Unknown,Action|Adventure|Crime|Thriller,0.0,0.0,0.0,,0.25,6.0,10
The Wings of the Dove,1997,Iain Softley,Miramax Films,Drama|Romance,0.0,0.0,0.0,,0.25,6.3,18
The Brave,1997,Johnny Depp,Unknown,Drama,0.0,0.0,0.0,,0.25,6.0,25
Midnight in the Garden of Good and Evil,1997,Clint Eastwood,Warner Bros.|Malpaso Company,Crime|Drama|Mystery|Thriller,35.0,25.11,-9.89,-0.28,0.25,6.4,76
12 Angry Men,1997,William Friedkin,MGM Television,Crime|Drama,0.0,0.0,0.0,,0.24,7.5,37
Fever Pitch,1997,David Evans,Scala Productions|Wildgaze Films,Comedy|Romance,0.0,0.0,0.0,,0.24,6.0,28
A Simple Wish,1997,Michael Ritchie,Universal Pictures|The Bubble Factory,Action|Adventure|Comedy|Family|Fantasy,0.0,0.0,0.0,,0.24,5.8,24
Gone Fishin',1997,Christopher Cain,Caravan Pictures|Hollywood Pictures|Roger Birnbaum Productions,Comedy|Family,53.0,0.0,-53.0,-1.0,0.23,5.2,11
The 6th Man,1997,Randall Miller,Touchstone Pictures,Fantasy|Drama|Comedy|Science Fiction,0.0,0.0,0.0,,0.23,4.4,12
An American Werewolf in Paris,1997,Anthony Waller,Hollywood Pictures|Cometstone Pictures,Horror|Comedy,22.0,26.57,4.57,0.21,0.22,5.3,68
Amistad,1997,Steven Spielberg,DreamWorks,Drama|History|Mystery,36.0,74.0,38.0,1.06,0.22,6.6,167
Trojan War,1997,George Huang,Daybreak Pictures|Warner Bros.,Comedy,15.0,0.0,-15.0,-1.0,0.22,5.5,10
Affliction,1997,Paul Schrader,Lions Gate Films,Drama,6.0,6.33,0.33000000000000007,0.06,0.21,5.0,20
Rosewood,1997,John Singleton,New Deal Productions|Warner Bros.|Peters Entertainment,Drama|History,30.0,13.13,-16.869999999999997,-0.56,0.21,6.0,14
The Lost World: Jurassic Park,1997,Steven Spielberg,Universal Pictures|Amblin Entertainment,Adventure|Action|Science Fiction,73.0,229.07,156.07,2.14,0.21,6.1,1655
Switchback,1997,Jeb Stuart,Paramount Pictures|Pacific Western|Rysher Entertainment,Action|Adventure|Mystery|Thriller,37.0,6.48,-30.52,-0.82,0.21,5.7,20
B.A.P.S.,1997,Robert Townsend,New Line Cinema|Island Pictures,Action|Comedy,0.0,7.24,7.24,,0.12,3.4,10
"O Que Ã‰ Isso, Companheiro?",1997,Bruno Barreto,Miramax Films|Columbia TriStar,Action|Drama|Foreign|History|Thriller,0.0,0.31,0.31,,0.2,7.1,14
Booty Call,1997,Jeff Pollack,Columbia Pictures,Comedy,0.0,20.06,20.06,,0.19,5.6,18
Gang Related,1997,Jim Kouf,Orion Pictures|Kouf/Bigelow Productions,Action|Drama,0.0,5.79,5.79,,0.18,6.4,16
She's So Lovely,1997,Nick Cassavetes,Miramax Films,Drama|Romance|Thriller,18.0,0.0,-18.0,-1.0,0.17,5.1,12
Tower of Terror,1997,D.J. MacHale,Walt Disney Television,Thriller|Comedy|Family|Horror,0.0,0.0,0.0,,0.17,5.8,22
Doodlebug,1997,Christopher Nolan,Unknown,Fantasy|Mystery,0.0,0.0,0.0,,0.17,6.5,47
RocketMan,1997,Stuart Gillard,Walt Disney Pictures|Caravan Pictures,Comedy|Family|Science Fiction,16.0,0.0,-16.0,-1.0,0.28,5.2,18
Gummo,1997,Harmony Korine,Fine Line Features|Independent Pictures (II),Drama,1.3,0.0,-1.3,-1.0,0.29,6.6,59
La vÃ©ritÃ© si je mens !,1997,Thomas Gilou,France 2 CinÃ©ma|Orly Films|M6 Films|Les Productions Jacques Roitfeld|Canal+,Comedy,4.0,29.46,25.46,6.36,0.16,6.4,59
Cinderella,1997,Robert Iscove,Walt Disney Television|Citadel Entertainment|Storyline Entertainment|BrownHouse Productions,Family|Fantasy|Music|Romance|Science Fiction,0.0,0.0,0.0,,0.16,5.2,16
Wild America,1997,William Dear,Morgan Creek Productions,Family,0.0,0.0,0.0,,0.15,6.2,12
Hugo Pool,1997,Robert Downey Sr.,Nomadic Pictures|BMG Independents,Comedy|Romance,0.0,0.0,0.0,,0.07,4.9,11
Trekkies,1997,Roger Nygard,Unknown,Documentary,0.0,0.0,0.0,,0.15,5.3,10
McHale's Navy,1997,Bryan Spicer,Universal Pictures|The Bubble Factory|Sheinberg Productions,Action|Comedy|Romance,0.0,4.53,4.53,,0.15,4.7,14
Kull the Conqueror,1997,John Nicolella,Universal Pictures|Korsala Productions|Raffaella De Laurentiis Productions,Adventure|Fantasy|Action|Science Fiction,0.0,0.0,0.0,,0.15,5.7,20
Toothless,1997,Melanie Mayron,Walt Disney Television|American Broadcasting Company (ABC)|Mandeville Films,Fantasy|Comedy|Romance,0.0,0.0,0.0,,0.14,5.5,13
Leave it to Beaver,1997,Andy Cadiff,Universal Pictures,Adventure|Comedy|Drama|Family,0.0,0.0,0.0,,0.14,5.7,13
Inventing the Abbotts,1997,Pat O'Connor,Fox 2000 Pictures,Drama|Romance,0.0,5.93,5.93,,0.13,6.5,21
Good Burger,1997,Brian Robbins,Paramount Pictures|Nickelodeon Movies,Comedy|Family,0.0,0.0,0.0,,0.13,5.2,43
Soul Food,1997,"George Tillman, Jr.",Fox 2000 Pictures|Edmonds Entertainment Group (EEG),Comedy|Drama,0.0,0.0,0.0,,0.08,6.7,11
The Castle,1997,Rob Sitch,Working Dog|Village Roadshow Entertainment,Drama|Comedy,0.786675,0.86,0.07332499999999997,0.09,0.07,7.0,32
Twin Town,1997,Kevin Allen,Figment Films|Aimimage Productions|Polygram Filmed Entertainment|Agenda,Comedy|Drama,0.0,0.0,0.0,,0.06,5.6,10
Didier,1997,Alain Chabat,Renn Productions|TF1 Films Production|Canal+|Chez Wam|Katharina,Comedy,0.0,0.0,0.0,,0.06,5.6,43
Jack Frost,1997,Michael Cooney,Moonstone Entertainment,Fantasy|Horror|Comedy,0.0,0.0,0.0,,0.04,6.0,15
Le Pari,1997,Didier Bourdon|Bernard Campan,Renn Productions|TF1 Films Production,Comedy,0.0,0.0,0.0,,0.14,6.1,29
Henry Fool,1997,Hal Hartley,Shooting Gallery|True Fiction Pictures,Comedy|Drama,0.0,1.33,1.33,,0.02,6.9,14
Les Randonneurs,1997,Philippe Harel,Unknown,Drama|Romance|Foreign,0.0,0.0,0.0,,0.08,4.9,17
Frozen,2013,Chris Buck|Jennifer Lee,Walt Disney Pictures|Walt Disney Animation Studios,Animation|Adventure|Family,150.0,1274.22,1124.22,7.49,6.11,7.5,3369
Gravity,2013,Alfonso CuarÃ³n,Warner Bros.|Heyday Films|Esperanto Filmoj,Science Fiction|Thriller|Drama,105.0,716.39,611.39,5.82,5.24,7.4,3775
Thor: The Dark World,2013,Alan Taylor,Marvel Studios,Action|Adventure|Fantasy,170.0,479.76,309.76,1.82,5.11,6.8,3025
Iron Man 3,2013,Shane Black,Marvel Studios,Action|Adventure|Science Fiction,200.0,1215.44,1015.44,5.08,4.95,6.9,6882
Now You See Me,2013,Louis Leterrier,Summit Entertainment|K/O Paper Products|SOIXAN7E QUIN5E|See Me Louisiana,Thriller|Crime,75.0,117.7,42.7,0.57,4.94,7.3,3453
The Hunger Games: Catching Fire,2013,Francis Lawrence,Lionsgate|Color Force,Science Fiction|Thriller|Action|Adventure,130.0,847.42,717.42,5.52,4.92,7.4,4269
The Wolf of Wall Street,2013,Martin Scorsese,Paramount Pictures|Appian Way|EMJAG Productions|Red Granite Pictures|Sikelia Productions,Crime|Drama|Comedy,100.0,392.0,292.0,2.92,4.88,7.9,4027
Pacific Rim,2013,Guillermo del Toro,Legendary Pictures|Warner Bros.|Disney Double Dare You (DDY)|Indochina Productions,Action|Science Fiction|Adventure,180.0,407.6,227.60000000000002,1.26,4.71,6.7,3590
Oblivion,2013,Joseph Kosinski,Universal Pictures|Chernin Entertainment|Relativity Media|Monolith Pictures (III)|Radical Studios,Action|Science Fiction|Adventure|Mystery,120.0,286.17,166.17000000000002,1.38,4.41,6.3,3729
The Hobbit: The Desolation of Smaug,2013,Peter Jackson,WingNut Films|New Line Cinema|Metro-Goldwyn-Mayer (MGM),Adventure|Fantasy,250.0,958.4,708.4,2.83,4.31,7.6,2952
Man of Steel,2013,Zack Snyder,Legendary Pictures|Warner Bros.|DC Entertainment|Syncopy|Cruel and Unusual Films,Action|Adventure|Fantasy|Science Fiction,225.0,662.85,437.85,1.95,3.97,6.5,4729
Her,2013,Spike Jonze,Annapurna Pictures,Romance|Science Fiction|Drama,23.0,47.35,24.35,1.06,3.95,7.8,2422
Despicable Me 2,2013,Pierre Coffin|Chris Renaud,Universal Pictures|Illumination Entertainment,Animation|Comedy|Family,76.0,970.76,894.76,11.77,3.93,7.0,3436
Star Trek Into Darkness,2013,J.J. Abrams,Paramount Pictures|Skydance Productions|Bad Robot|Kurtzman/Orci,Action|Adventure|Science Fiction,190.0,467.37,277.37,1.46,3.88,7.4,3363
12 Years a Slave,2013,Steve McQueen,Plan B Entertainment|Regency Enterprises|River Road Entertainment|Film4|New Regency Pictures,Drama|History,20.0,187.0,167.0,8.35,3.63,7.9,2241
Riddick,2013,David Twohy,One Race Productions|Radar Pictures|Riddick Canada Productions,Science Fiction|Action|Thriller,38.0,98.34,60.34,1.59,3.52,6.2,1530
The Conjuring,2013,James Wan,New Line Cinema|The Safran Company|Evergreen Media Group,Horror|Thriller,13.0,318.0,305.0,23.46,3.47,7.4,1910
The Great Gatsby,2013,Baz Luhrmann,Village Roadshow Pictures|Bazmark Films|Warner Bros.|A&E Television Networks|Red Wagon Entertainment,Drama|Romance,105.0,351.04,246.04000000000002,2.34,3.2,7.2,2403
Nymphomaniac: Vol. II,2013,Lars von Trier,Zentropa Entertainments,Drama|Mystery,0.0,2.23,2.23,,3.01,6.6,465
Elysium,2013,Neill Blomkamp,TriStar Pictures|Media Rights Capital|Sony Pictures Entertainment (SPE)|QED International|Alpha Core,Science Fiction|Action|Drama|Thriller,115.0,286.14,171.14,1.49,2.95,6.5,2366
A Good Day to Die Hard,2013,John Moore,Ingenious Media|Twentieth Century Fox Film Corporation|Dune Entertainment|Mid Atlantic Films|Big Screen Productions,Action|Thriller,92.0,304.65,212.64999999999998,2.31,2.82,5.2,3003
The Purge,2013,James DeMonaco,Universal Pictures|Why Not Productions|Platinum Dunes|Blumhouse Productions|20th Century Fox Russia,Science Fiction|Horror|Thriller,3.0,89.33,86.33,28.78,2.81,5.8,1522
Monsters University,2013,Dan Scanlon,Walt Disney Pictures|Pixar Animation Studios,Animation|Family,200.0,743.56,543.56,2.72,2.64,7.0,2251
World War Z,2013,Marc Forster,Paramount Pictures|GK Films|Skydance Productions|Hemisphere Media Capital|Apparatus Productions,Action|Drama|Horror|Science Fiction|Thriller,200.0,531.86,331.86,1.66,2.6,6.7,3822
The Secret Life of Walter Mitty,2013,Ben Stiller,New Line Cinema|Ingenious Media|Twentieth Century Fox Film Corporation|Samuel Goldwyn Films|Big Screen Productions,Adventure|Comedy|Drama|Fantasy,90.0,188.13,98.13,1.09,2.5,7.0,2221
Ender's Game,2013,Gavin Hood,Summit Entertainment|Chartoff Productions|Odd Lot Entertainment|K/O Paper Products|Digital Domain,Science Fiction|Action|Adventure,110.0,125.54,15.540000000000006,0.14,2.48,6.6,1608
We're the Millers,2013,Rawson Marshall Thurber,New Line Cinema|BenderSpink|Heyday Films|Newman/Tooley Films|Vincent Newman Entertainment,Comedy|Crime,37.0,269.99,232.99,6.3,2.44,6.9,1960
2 Guns,2013,Baltasar KormÃ¡kur,Universal Studios|Marc Platt Productions|Emmett/Furla Films|Envision Entertainment Corporation,Action|Crime|Drama|Comedy|Thriller,61.0,131.94,70.94,1.16,2.2,6.6,1185
